surname,district,count,percent
เกี่ยวข้อง,กระบี่,4,0.2
พันธุ์วิชาติกุล,กระบี่,8,0.4
เอ่งฉ้วน,กระบี่,8,0.4
ปัทมะ,กรุงเทพมหานคร,1,0.003086419753
ขำอาจ,กรุงเทพมหานคร,1,0.003086419753
คงอุดม,กรุงเทพมหานคร,1,0.003086419753
งามสุคนธ์รัตนา,กรุงเทพมหานคร,1,0.003086419753
จิตต์อิสระ,กรุงเทพมหานคร,1,0.003086419753
จินตโสภณ,กรุงเทพมหานคร,1,0.003086419753
จิรกิติ,กรุงเทพมหานคร,1,0.003086419753
ชาติอุทิศ,กรุงเทพมหานคร,1,0.003086419753
ชินวัตร,กรุงเทพมหานคร,1,0.003086419753
ชื่นสมจิตต์,กรุงเทพมหานคร,1,0.003086419753
ชุติมันต์,กรุงเทพมหานคร,1,0.003086419753
ซำศิริพงษ์,กรุงเทพมหานคร,1,0.003086419753
ดิศกุล,กรุงเทพมหานคร,1,0.003086419753
ดุษฎีสุรพจน์,กรุงเทพมหานคร,1,0.003086419753
ตะล่อมสิน,กรุงเทพมหานคร,1,0.003086419753
ตันศิริ,กรุงเทพมหานคร,1,0.003086419753
ถนอมสินธุ์,กรุงเทพมหานคร,1,0.003086419753
ทองศิริ,กรุงเทพมหานคร,1,0.003086419753
ทิวไผ่งาม,กรุงเทพมหานคร,1,0.003086419753
ธรรมเกษร,กรุงเทพมหานคร,1,0.003086419753
นิมมานเหมินท์,กรุงเทพมหานคร,1,0.003086419753
บรรทัดฐาน,กรุงเทพมหานคร,1,0.003086419753
บุญช่วยเหลือ,กรุงเทพมหานคร,1,0.003086419753
บุญไชยอินสวัสดิ์,กรุงเทพมหานคร,1,0.003086419753
ประจวบเหมาะ,กรุงเทพมหานคร,1,0.003086419753
พงศ์เรืองรอง,กรุงเทพมหานคร,1,0.003086419753
พรนิมิตร,กรุงเทพมหานคร,1,0.003086419753
พรพงษาโรจน์,กรุงเทพมหานคร,1,0.003086419753
พรหมบุญ,กรุงเทพมหานคร,1,0.003086419753
พร้อมพันธุ์,กรุงเทพมหานคร,1,0.003086419753
พัฒนพันธ์ชัย,กรุงเทพมหานคร,1,0.003086419753
พิสิษฐบรรณกร,กรุงเทพมหานคร,1,0.003086419753
ภมรมนตรี,กรุงเทพมหานคร,1,0.003086419753
ภัททิยกุล,กรุงเทพมหานคร,1,0.003086419753
ภัทรโกศล,กรุงเทพมหานคร,1,0.003086419753
มะหะหมัด,กรุงเทพมหานคร,1,0.003086419753
มุกดาหาร,กรุงเทพมหานคร,1,0.003086419753
ยมจินดา,กรุงเทพมหานคร,1,0.003086419753
รอดโพธิ์ทอง,กรุงเทพมหานคร,1,0.003086419753
รังสิตพล,กรุงเทพมหานคร,1,0.003086419753
รัสมี,กรุงเทพมหานคร,1,0.003086419753
ลิ่วเฉลิมวงศ์,กรุงเทพมหานคร,1,0.003086419753
ลิ้มจิตรกร,กรุงเทพมหานคร,1,0.003086419753
วงศ์อารยะ,กรุงเทพมหานคร,1,0.003086419753
วรกานนท์,กรุงเทพมหานคร,1,0.003086419753
วัชโรบล,กรุงเทพมหานคร,1,0.003086419753
วิกิตเศรษฐ์,กรุงเทพมหานคร,1,0.003086419753
วิภูศิริ,กรุงเทพมหานคร,1,0.003086419753
วิเศษรัตน์,กรุงเทพมหานคร,1,0.003086419753
ศิริรังษี,กรุงเทพมหานคร,1,0.003086419753
ศุภมงคล,กรุงเทพมหานคร,1,0.003086419753
สระมาลา,กรุงเทพมหานคร,1,0.003086419753
สวนานนท์,กรุงเทพมหานคร,1,0.003086419753
สาคริก,กรุงเทพมหานคร,1,0.003086419753
สุขถิ่นไทย,กรุงเทพมหานคร,1,0.003086419753
สุดสวงค์,กรุงเทพมหานคร,1,0.003086419753
สุนทรวัฒน์,กรุงเทพมหานคร,1,0.003086419753
สุ่นศิริ,กรุงเทพมหานคร,1,0.003086419753
สู่ศุภอรรถ,กรุงเทพมหานคร,1,0.003086419753
หลักสุวรรณ,กรุงเทพมหานคร,1,0.003086419753
หวังบุญเกิด,กรุงเทพมหานคร,1,0.003086419753
หุตะสิงห์,กรุงเทพมหานคร,1,0.003086419753
อนันต์นาคินทร์,กรุงเทพมหานคร,1,0.003086419753
อรัณยกานนท์,กรุงเทพมหานคร,1,0.003086419753
อุไรรัตน์,กรุงเทพมหานคร,1,0.003086419753
ฮุนตระกูล,กรุงเทพมหานคร,1,0.003086419753
เจนจาคะ,กรุงเทพมหานคร,1,0.003086419753
เตชะโสภณมณี,กรุงเทพมหานคร,1,0.003086419753
เทียนทอง,กรุงเทพมหานคร,1,0.003086419753
เพชรทอง,กรุงเทพมหานคร,1,0.003086419753
เรืองปัญญาวุฒิ,กรุงเทพมหานคร,1,0.003086419753
เลิศนุวัฒน์,กรุงเทพมหานคร,1,0.003086419753
เอี่ยมทอง,กรุงเทพมหานคร,1,0.003086419753
แสงประทุม,กรุงเทพมหานคร,1,0.003086419753
แห้วสันตติ,กรุงเทพมหานคร,1,0.003086419753
โกษะโยธิน,กรุงเทพมหานคร,1,0.003086419753
โชติเดชาชัยนันต์,กรุงเทพมหานคร,1,0.003086419753
โพธิ์คาย,กรุงเทพมหานคร,1,0.003086419753
โสภณพนิช,กรุงเทพมหานคร,1,0.003086419753
กัลยาวินัย,กรุงเทพมหานคร,2,0.006172839506
กิมสูนจันทร์,กรุงเทพมหานคร,2,0.006172839506
คงวุฒิปัญญา,กรุงเทพมหานคร,2,0.006172839506
คล้ายนก,กรุงเทพมหานคร,2,0.006172839506
คุนผลิน,กรุงเทพมหานคร,2,0.006172839506
จาติกวาณิช,กรุงเทพมหานคร,2,0.006172839506
จีนะวิจารณะ,กรุงเทพมหานคร,2,0.006172839506
ชนะวงศ์,กรุงเทพมหานคร,2,0.006172839506
ชีรวินิจ,กรุงเทพมหานคร,2,0.006172839506
ชุมสาย ณ อยุธยา,กรุงเทพมหานคร,2,0.006172839506
ดำรงรัตน์,กรุงเทพมหานคร,2,0.006172839506
ถนอมพงษ์พันธุ์,กรุงเทพมหานคร,2,0.006172839506
ทิวารี,กรุงเทพมหานคร,2,0.006172839506
ทีปสุวรรณ,กรุงเทพมหานคร,2,0.006172839506
ธนาดิเรก,กรุงเทพมหานคร,2,0.006172839506
ธรรมวัฒนะ,กรุงเทพมหานคร,2,0.006172839506
บริพัตร,กรุงเทพมหานคร,2,0.006172839506
บุนนาค,กรุงเทพมหานคร,2,0.006172839506
บูรพชัยศรี,กรุงเทพมหานคร,2,0.006172839506
ปัญญาสกุลวงศ์,กรุงเทพมหานคร,2,0.006172839506
พรพิพัฒน์พงศ์,กรุงเทพมหานคร,2,0.006172839506
พานิชภักดิ์,กรุงเทพมหานคร,2,0.006172839506
มะลูลีม,กรุงเทพมหานคร,2,0.006172839506
รัตตกุล,กรุงเทพมหานคร,2,0.006172839506
รุ่งแสง,กรุงเทพมหานคร,2,0.006172839506
วีรกุลสุนทร,กรุงเทพมหานคร,2,0.006172839506
ศรีวิกรม์,กรุงเทพมหานคร,2,0.006172839506
ศรีเมือง,กรุงเทพมหานคร,2,0.006172839506
ศรีแสงนาม,กรุงเทพมหานคร,2,0.006172839506
สมณะ,กรุงเทพมหานคร,2,0.006172839506
สมพงษ์,กรุงเทพมหานคร,2,0.006172839506
สมะลาภา,กรุงเทพมหานคร,2,0.006172839506
สรสุชาติ,กรุงเทพมหานคร,2,0.006172839506
สำเร็จวาณิชย์,กรุงเทพมหานคร,2,0.006172839506
สินสุวงศ์,กรุงเทพมหานคร,2,0.006172839506
สิมะโรจน์,กรุงเทพมหานคร,2,0.006172839506
สุนทรสีมะ,กรุงเทพมหานคร,2,0.006172839506
สุวรรณทัต,กรุงเทพมหานคร,2,0.006172839506
สุวรรณภักดี,กรุงเทพมหานคร,2,0.006172839506
หุตังคบดี,กรุงเทพมหานคร,2,0.006172839506
ห่วงทรัพย์,กรุงเทพมหานคร,2,0.006172839506
อัตถากร,กรุงเทพมหานคร,2,0.006172839506
อิศรภักดี,กรุงเทพมหานคร,2,0.006172839506
อิสระเสรีพงษ์,กรุงเทพมหานคร,2,0.006172839506
อึ๊งภากรณ์,กรุงเทพมหานคร,2,0.006172839506
เงินยวง,กรุงเทพมหานคร,2,0.006172839506
เซ่งไพเราะ,กรุงเทพมหานคร,2,0.006172839506
เบ็ญจศิริวรรณ,กรุงเทพมหานคร,2,0.006172839506
แสงสุริยจันทร์,กรุงเทพมหานคร,2,0.006172839506
โพธิวิหค,กรุงเทพมหานคร,2,0.006172839506
กาญจนชูศักดิ์,กรุงเทพมหานคร,3,0.009259259259
คุณะเกษม,กรุงเทพมหานคร,3,0.009259259259
จึงเลิศศิริ,กรุงเทพมหานคร,3,0.009259259259
ธารณา,กรุงเทพมหานคร,3,0.009259259259
นพเกตุ,กรุงเทพมหานคร,3,0.009259259259
นาคพงศ์,กรุงเทพมหานคร,3,0.009259259259
นาครทรรพ,กรุงเทพมหานคร,3,0.009259259259
ปุณณกันต์,กรุงเทพมหานคร,3,0.009259259259
มงคลกิตติ,กรุงเทพมหานคร,3,0.009259259259
มฤคพิทักษ์,กรุงเทพมหานคร,3,0.009259259259
มโนหรทัต,กรุงเทพมหานคร,3,0.009259259259
สาลีรัฐวิภาค,กรุงเทพมหานคร,3,0.009259259259
เจริญช่าง,กรุงเทพมหานคร,3,0.009259259259
เต็มเจริญ,กรุงเทพมหานคร,3,0.009259259259
โสณกุล,กรุงเทพมหานคร,3,0.009259259259
โหสกุล,กรุงเทพมหานคร,3,0.009259259259
โอสถานุเคราะห์,กรุงเทพมหานคร,3,0.009259259259
คล้ามไพบูลย์,กรุงเทพมหานคร,4,0.01234567901
คันธวงศ์,กรุงเทพมหานคร,4,0.01234567901
ฉันทวานิช,กรุงเทพมหานคร,4,0.01234567901
ชันแสง,กรุงเทพมหานคร,4,0.01234567901
มีนชัยนันท์,กรุงเทพมหานคร,4,0.01234567901
ฤกษ์จรัล,กรุงเทพมหานคร,4,0.01234567901
วรรณศิริกุล,กรุงเทพมหานคร,4,0.01234567901
วิภัติภูมิประเทศ,กรุงเทพมหานคร,4,0.01234567901
สัจจกุล,กรุงเทพมหานคร,4,0.01234567901
สุขุม,กรุงเทพมหานคร,4,0.01234567901
หงสกุล,กรุงเทพมหานคร,4,0.01234567901
อยู่บำรุง,กรุงเทพมหานคร,4,0.01234567901
เกยุราพันธุ์,กรุงเทพมหานคร,4,0.01234567901
เวชชาชีวะ,กรุงเทพมหานคร,4,0.01234567901
ปั้นทอง,กรุงเทพมหานคร,5,0.01543209877
ไพรสณฑ์,กรุงเทพมหานคร,5,0.01543209877
ฤกษ์สำราญ,กรุงเทพมหานคร,6,0.01851851852
สุนทรเวช,กรุงเทพมหานคร,6,0.01851851852
จันทร์พิทักษ์,กรุงเทพมหานคร,8,0.02469135802
ม่วงศิริ,กรุงเทพมหานคร,8,0.02469135802
ปิยะโชติ,กาญจนบุรี,1,0.02222222222
มาไพศาลสิน,กาญจนบุรี,1,0.02222222222
รัศมีฤกษ์เศรษฐ์,กาญจนบุรี,1,0.02222222222
วอนเพียร,กาญจนบุรี,1,0.02222222222
วุฒิศิริ,กาญจนบุรี,1,0.02222222222
เดชกิจสุนทร,กาญจนบุรี,1,0.02222222222
จันทร์สมบูรณ์,กาญจนบุรี,2,0.04444444444
โพธารากุล,กาญจนบุรี,2,0.04444444444
โพธิ์งาม,กาญจนบุรี,2,0.04444444444
พิมพ์พิสิฐถาวร,กาญจนบุรี,3,0.06666666667
มนตริวัต,กาญจนบุรี,3,0.06666666667
วิษณุวงศ์,กาญจนบุรี,4,0.08888888889
จีนาภักดิ์,กาญจนบุรี,5,0.1111111111
สุขารมณ์,กาญจนบุรี,5,0.1111111111
สิรินุกุล,กาญจนบุรี,6,0.1333333333
โพธิพิพิธ,กาญจนบุรี,7,0.1555555556
ภูผิวเดือน,กาฬสินธุ์,1,0.01886792453
วรามิตร,กาฬสินธุ์,1,0.01886792453
ศิรินวกุล,กาฬสินธุ์,1,0.01886792453
หาลำเจียก,กาฬสินธุ์,1,0.01886792453
โง่นคำ,กาฬสินธุ์,1,0.01886792453
ณ กาฬสินธุ์,กาฬสินธุ์,2,0.03773584906
ภูจริต,กาฬสินธุ์,3,0.05660377358
มงคลธรรม,กาฬสินธุ์,3,0.05660377358
มงคลวิรกุล,กาฬสินธุ์,3,0.05660377358
โอสถานุเคราะห์,กาฬสินธุ์,3,0.05660377358
ภูมิเหล่าแจ้ง,กาฬสินธุ์,4,0.07547169811
สุทธศรี,กาฬสินธุ์,4,0.07547169811
บุญเรือง,กาฬสินธุ์,5,0.09433962264
ศิริกุล,กาฬสินธุ์,5,0.09433962264
ไชยศิวามงคล,กาฬสินธุ์,5,0.09433962264
ศรีธเรศ,กาฬสินธุ์,11,0.2075471698
ศรีแปงวงค์,กำแพงเพชร,1,0.02380952381
ผลอำนวย,กำแพงเพชร,3,0.07142857143
ไทยประสิทธิ์,กำแพงเพชร,3,0.07142857143
รัตนากร,กำแพงเพชร,4,0.09523809524
สบายเมือง,กำแพงเพชร,4,0.09523809524
อาภรณ์รัตน์,กำแพงเพชร,5,0.119047619
ฤกษ์หร่าย,กำแพงเพชร,7,0.1666666667
ลิกค์,กำแพงเพชร,7,0.1666666667
มุสิกุล,กำแพงเพชร,8,0.1904761905
ฉัตรชัยพลรัตน์,ขอนแก่น,1,0.01
ช่างเหลา,ขอนแก่น,1,0.01
ดีนาง,ขอนแก่น,1,0.01
ประคุณศึกษาพันธ์,ขอนแก่น,1,0.01
วีรวรรณ,ขอนแก่น,1,0.01
ศรีตรัย,ขอนแก่น,1,0.01
ศรีรัตนพรรณ,ขอนแก่น,1,0.01
ศรีวงษ์,ขอนแก่น,1,0.01
ศรีวัฒน์,ขอนแก่น,1,0.01
สมบูรณ์,ขอนแก่น,1,0.01
สันติเมทนีดล,ขอนแก่น,1,0.01
อัคนิบุตร,ขอนแก่น,1,0.01
อินทรพาณิชย์,ขอนแก่น,1,0.01
แสงนาค,ขอนแก่น,1,0.01
โอสถานุเคราะห์,ขอนแก่น,1,0.01
กาญจนสินิทธ์,ขอนแก่น,2,0.02
ชนะวงศ์,ขอนแก่น,2,0.02
ดีบุญมี ณ ชุมแพ,ขอนแก่น,2,0.02
พงษ์พานิช,ขอนแก่น,2,0.02
สุภธีระ,ขอนแก่น,2,0.02
อักษรเสือ,ขอนแก่น,2,0.02
ศรีปัญญา,ขอนแก่น,3,0.03
สุพรรณฝ่าย,ขอนแก่น,3,0.03
สุรพล,ขอนแก่น,3,0.03
เตชะตานนท์,ขอนแก่น,3,0.03
เตาะเจริญสุข,ขอนแก่น,3,0.03
เพียงเกษ,ขอนแก่น,3,0.03
เพียยุระ,ขอนแก่น,3,0.03
แกล้วกล้าหาญ,ขอนแก่น,3,0.03
คุณกิตติ,ขอนแก่น,4,0.04
พัฒน์ดำรงจิตร,ขอนแก่น,4,0.04
เจริญเชื้อ,ขอนแก่น,4,0.04
คุณเงิน,ขอนแก่น,5,0.05
พงษ์สมบัติ,ขอนแก่น,5,0.05
ศรีสุรพล,ขอนแก่น,5,0.05
สาระผล,ขอนแก่น,6,0.06
อรรณนพพร,ขอนแก่น,8,0.08
เกียรติสุรนนท์,ขอนแก่น,8,0.08
กิตติวงศา,จันทบุรี,1,0.03703703704
ตรงสวัสดิ์,จันทบุรี,1,0.03703703704
นิยมกิจ,จันทบุรี,1,0.03703703704
บัวเผื่อน,จันทบุรี,1,0.03703703704
พงษ์เจริญ,จันทบุรี,1,0.03703703704
ภิญญสาสน์,จันทบุรี,1,0.03703703704
ศรีอ่อน,จันทบุรี,1,0.03703703704
เพ่งจิตต์,จันทบุรี,1,0.03703703704
เฟื่องประยูร,จันทบุรี,1,0.03703703704
ชนะวัฒน์ปัญญา,จันทบุรี,2,0.07407407407
พลบุตร,จันทบุรี,2,0.07407407407
อุตโมท,จันทบุรี,4,0.1481481481
เวชชาชีวะ,จันทบุรี,4,0.1481481481
อนามพงษ์,จันทบุรี,6,0.2222222222
จารุสมบัติ,ฉะเชิงเทรา,1,0.02702702703
ทองสุวรรณ์,ฉะเชิงเทรา,1,0.02702702703
ทัตติยกุล,ฉะเชิงเทรา,1,0.02702702703
นันทมานพ,ฉะเชิงเทรา,1,0.02702702703
มะลิผล,ฉะเชิงเทรา,1,0.02702702703
เกษมมงคล,ฉะเชิงเทรา,1,0.02702702703
เป้าเปี่ยมทรัพย์,ฉะเชิงเทรา,1,0.02702702703
เรืองสวัสดิ์,ฉะเชิงเทรา,1,0.02702702703
ไพรินทร์,ฉะเชิงเทรา,1,0.02702702703
อัศวชัยโสภณ,ฉะเชิงเทรา,2,0.05405405405
อุไรรัตน์,ฉะเชิงเทรา,3,0.08108108108
ศิริลัทธยากร,ฉะเชิงเทรา,5,0.1351351351
ฉายแสง,ฉะเชิงเทรา,9,0.2432432432
ตันเจริญ,ฉะเชิงเทรา,9,0.2432432432
คุ้มไข่น้ำ,ชลบุรี,1,0.01587301587
จันทน์แดง,ชลบุรี,1,0.01587301587
ตั้งประกอบ,ชลบุรี,1,0.01587301587
ตั๊นสวัสดิ์,ชลบุรี,1,0.01587301587
ตาคีย์,ชลบุรี,1,0.01587301587
บุญสุวรรณ,ชลบุรี,1,0.01587301587
พานิชมาท,ชลบุรี,1,0.01587301587
พิมพ์สกุล,ชลบุรี,1,0.01587301587
ภาวสุทธิ์,ชลบุรี,1,0.01587301587
รุ่งโรจน์,ชลบุรี,1,0.01587301587
วงศ์ทรายทอง,ชลบุรี,1,0.01587301587
สอยเหลือง,ชลบุรี,1,0.01587301587
อนันตกูล,ชลบุรี,1,0.01587301587
อัมราลิขิต,ชลบุรี,1,0.01587301587
เกตุวัตถา,ชลบุรี,1,0.01587301587
เผือกประพันธุ์,ชลบุรี,1,0.01587301587
เอมเปีย,ชลบุรี,1,0.01587301587
เฮงตระกูล,ชลบุรี,1,0.01587301587
แก้วผลึก,ชลบุรี,1,0.01587301587
โรจนกุลเสฏฐ์,ชลบุรี,1,0.01587301587
ชมกลิ่น,ชลบุรี,2,0.03174603175
ชวลิตนิติธรรม,ชลบุรี,2,0.03174603175
พิมพ์ใจชน,ชลบุรี,2,0.03174603175
วิภัติภูมิประเทศ,ชลบุรี,2,0.03174603175
สุริยาทิพย์,ชลบุรี,2,0.03174603175
อนุวัฒน์,ชลบุรี,2,0.03174603175
สหชัยรุ่งเรือง,ชลบุรี,3,0.04761904762
เนื่องจำนงค์,ชลบุรี,3,0.04761904762
งามพิเชษฐ์,ชลบุรี,4,0.06349206349
นิธิวุฒิวรรักษ์,ชลบุรี,4,0.06349206349
ธนสงวนวงศ์,ชลบุรี,5,0.07936507937
คุณปลื้ม,ชลบุรี,12,0.1904761905
คุ้มชนะ,ชัยนาท,2,0.1
ทรัพย์รวงทอง,ชัยนาท,4,0.2
นาคาศัย,ชัยนาท,5,0.25
สงฆ์ประชา,ชัยนาท,9,0.45
ฤาชา,ชัยภูมิ,1,0.015625
ลิมปคุปตถาวร,ชัยภูมิ,1,0.015625
หิรัญคำ,ชัยภูมิ,1,0.015625
อินทรารักษ์,ชัยภูมิ,1,0.015625
เร่งไพบูลย์วงษ์,ชัยภูมิ,1,0.015625
แทนทรัพย์,ชัยภูมิ,1,0.015625
ชาลีรินทร์,ชัยภูมิ,2,0.03125
ชาลีเครือ,ชัยภูมิ,2,0.03125
บุญศิริวัฒนกุล,ชัยภูมิ,2,0.03125
มหาจันทร์,ชัยภูมิ,2,0.03125
ฦาชา,ชัยภูมิ,2,0.03125
แก้วศิริ,ชัยภูมิ,2,0.03125
เกียรติก้องชูชัย,ชัยภูมิ,3,0.046875
โลหะวณิชย์,ชัยภูมิ,3,0.046875
โล่ห์วีระ,ชัยภูมิ,4,0.0625
ประภากรแก้วรัตน์,ชัยภูมิ,5,0.078125
สงวนวงศ์ชัย,ชัยภูมิ,6,0.09375
จรรย์โกมล,ชัยภูมิ,8,0.125
ชัยวิรัตนะ,ชัยภูมิ,8,0.125
คนสมบูรณ์,ชัยภูมิ,9,0.140625
สุวรรณสว่าง,ชุมพร,1,0.03703703704
ปางวิรุฬห์รักษ์,ชุมพร,3,0.1111111111
จุลใส,ชุมพร,4,0.1481481481
พะลัง,ชุมพร,5,0.1851851852
แก้วนาโพธิ์,ชุมพร,5,0.1851851852
อ่อนละมัย,ชุมพร,9,0.3333333333
ศิริธร,ตรัง,1,0.0303030303
กู้สุจริต,ตรัง,2,0.06060606061
อัถโถปกรณ์,ตรัง,2,0.06060606061
คันฉ่อง,ตรัง,4,0.1212121212
หลีกภัย,ตรัง,4,0.1212121212
อุทัยเวียนกุล,ตรัง,4,0.1212121212
สุระบาล,ตรัง,5,0.1515151515
โล่สถาพรพิพิธ,ตรัง,5,0.1515151515
วงศ์หนองเตย,ตรัง,6,0.1818181818
นุ่มหนู,ตราด,1,0.1
สุทธิวารี,ตราด,1,0.1
ไข่เกษ,ตราด,1,0.1
ไตรวุฒิ,ตราด,2,0.2
สลักเพชร,ตราด,5,0.5
บูลย์ประมุข,ตาก,1,0.04
ทวีเกื้อกูลกิจ,ตาก,2,0.08
สุวรรณเพ็ญ,ตาก,2,0.08
กาสมสัน,ตาก,3,0.12
ตันติสุนทร,ตาก,4,0.16
บรรณวัฒน์,ตาก,6,0.24
ไชยนันทน์,ตาก,7,0.28
บุญ-หลง,นครนายก,3,0.2142857143
อิสระเสนารักษ์,นครนายก,3,0.2142857143
กิตติธเนศวร,นครนายก,8,0.5714285714
จันทรขจร,นครปฐม,1,0.02173913043
นิยมทรัพย์,นครปฐม,1,0.02173913043
ภักดีพาณิชพงศ์,นครปฐม,1,0.02173913043
สุบรรณ ณ อยุธยา,นครปฐม,1,0.02173913043
สูญจันทร์,นครปฐม,1,0.02173913043
เนตรโพธิ์แก้ว,นครปฐม,1,0.02173913043
เจนกิจณรงค์,นครปฐม,2,0.04347826087
เปี่ยมคล้า,นครปฐม,2,0.04347826087
สิริยะเสถียร,นครปฐม,3,0.0652173913
บุญมี,นครปฐม,4,0.08695652174
ปทุมารักษ์,นครปฐม,6,0.1304347826
แก้วพิจิตร,นครปฐม,6,0.1304347826
สะสมทรัพย์,นครปฐม,17,0.3695652174
กุลวงษา,นครพนม,1,0.02272727273
กุลศักดิ์วิมล,นครพนม,1,0.02272727273
บุพศิริ,นครพนม,1,0.02272727273
พรหมดี,นครพนม,1,0.02272727273
มณีกาศ,นครพนม,1,0.02272727273
รัตนโกเศศ,นครพนม,1,0.02272727273
ศิริปรีชาพงษ์,นครพนม,1,0.02272727273
เรืองวรบูรณ์,นครพนม,1,0.02272727273
ยงใจยุทธ,นครพนม,2,0.04545454545
เจริญศรี,นครพนม,2,0.04545454545
คูสกุล,นครพนม,3,0.06818181818
วิชยสุทธิ์,นครพนม,3,0.06818181818
โพธิ์สุ,นครพนม,4,0.09090909091
(คันคาย) ทรัพยสิทธิ์,นครพนม,6,0.1363636364
บูรณ์พงศ์,นครพนม,7,0.1590909091
ศรีวรขาน,นครพนม,9,0.2045454545
จิตต์พิพัฒน์,นครราชสีมา,1,0.007092198582
ฐาปนะกุล,นครราชสีมา,1,0.007092198582
